NomStructure ; TypeStructure ; AdresseStructure ; CodePostalStructure ; VilleStructure ; PaysStructure ; NomService ; SujetStage ; DateDebutStage ; DateFinStage ; OrigineStage ; CodePostalEtudiant ; VilleEtudiant ; LibelleEtape ; FonctionsEtTaches ; Details ; Annee 
 meetineo ; Entreprise privée ; 45 rue de l'est ; 92100 ; Boulogne billancourt ; FRANCE ; Service Technique ; Développement d'applications mobiles événementiel ;04/02/2013;04/08/2013;  ; 93310 ; Pré-Saint-Gervais ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur Android sur la plateforme Android JAVA ; Applications mobiles événementiel ; 2012/2013 
 UMR CNRS 6134 SPE ; Non connu ; Campus Grimaldi Bat PPDB  ; 20250 ; CORTE ; FRANCE ; Stella mare ; étude d'algorithme de déplacement intelligent ;01/02/2013;31/07/2013; réponse à une offre de stage ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développer une application graphique simple, basée sur un algorithme de déplacement aléatoire, puis intelligent.Complexifier cet algorithme et effectuer des comparaisons. ; - 01.02 au 18.02 documentation, analyse UML (diagramme de classe) et début de programmation- 19.2 réunion bilan, présentation du programme et des recherches documentaire- Mars ajout d'algorithme plus complexe- 26.3 réunion bilan, présentation du programme- Avril et Mai ajout de la vision et déploiement sur un web service- 07.05 réunion bilan, présentation du programme- 01.06 rédaction du rapport et préparation de la présentation- mi juin présentation de préparation ; 2012/2013 
 SARL IBL Service et Distribution ; Entreprise privée ; 37 rue bronzac  ; 94240 ; L'HAY-LES-ROSES ; France ; PRESSE - COMMUNICATION ; DÉVELOPPEUR MAGENTO SITE E-COMMERCE ;11/03/2013;13/09/2013; réponse à une offre de stage ; 94350 ; villiers-sur-marne ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Conception / Intégration- Développement- Test / Documentation- Sécurité- SEO- Administration réseaux ; Rattaché(e) à un chef de projet, vous participez aux différentes phases de projets web (site e-Commerce, Vitrine) de la société. Chez IBL Service et Distribution, tout le monde participe au projet et vous serez force de proposition pour mettre en place de nouveaux outils de vente sur Internet.- Conception / Intégration- Développement- Test / Documentation- Sécurité- SEO- Administration réseaux ; 2012/2013 
 DJIB-TELECOM ; Non connu ; 3, Bd George POMPIDOU ; 02105 ; Djibouti ; DJIBOUTI ; Service d'informatique ; - ;15/04/2013;15/09/2013;  ; 57050 ; METZ ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - ; - ; 2012/2013 
 HB Design  ; Entreprise privée ; N° 27 Cite les frères Saadi  ; 21000 ; Skikda ; Algérie ; Service informatique ; Développement web- site Internet / e-commerce ;01/04/2013;01/09/2013;  ; 21000 ; Skikda ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; -  la mise en place & la gestion d’une e-boutique.-  L'optimisation des différents supports  -  Apporter des idées pour le développement de la société sur internet, mettre en place ces idées. ; HB Design recrute un stagiaire pour contribuer à la mise en place et l'exploitation de son site internet / boutique en ligne. ; 2012/2013 
 svdisystem ; Entreprise privée ; 12 rue houcine daif  ; 21000 ; skikda  ; Algerie ; informatique ; Développement d'applications mobiles ;20/01/2014;20/08/2014; réseau de connaissance ; 93310 ; le pré st gervais ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur Android & IOS ;  ; 2013/2014 
 C17 Engineering ; Entreprise privée ; 29 rue du château  ; 92200 ;   Neuilly sur seine ; FRANCE ; C17 Engineering ; Développement web en DOT.NET ;21/01/2014;21/07/2014; réponse à une offre de stage ; 93310 ;  LE PRE ST GERVAIS ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; -Rédaction du besoin et du cahier des charges-Conception -Développement-Analyse du code-Test et intégration-Utilisation de la méthode AGILE (SCRUM) ; Je serais amené à travailler sur la plateforme Market Place Factory (www.marketplacefactory.com).et utiliser des technologies innovantes sur plateforme Microsoft .NET (C# 4.0, MVC 4, SQL Server 2008, LINQ), frameworks open source ( Nhibernate), designs patterns et bonnes pratiques (injection de dépendance, ORM, tests unitaires, intégration continue, évaluation des performances avec JMeter, ANTS Profiler), méthodes agiles (SCRUM).A l’issue de mon stage, Je serais amené à travailler à la fois dans l'entreprise sur des projets en interne et chez les clients en tant que consultant. ; 2013/2014 
 ISI DEVELOPPEMENT ; Entreprise privée ; 10 rue des Rosiéristes ; 69410 ; CHAMPAGNE MONT D’OR ; France ; isi-developpement ; Développement de logiciels ;03/03/2014;31/08/2014; réponse à une offre de stage ; 20250 ; corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Concepteur Développeur en Technologie Web ; Analyse et développement de logiciels nécessaires aux besoins de l’entreprise, collaboration étroite à l’enrichissement fonctionnel des développements. ; 2013/2014 
 centre d'affaire jendouba ; Entreprise publique ; Avenue Maghreb Arabe  ; 8100 ; jendouba ; tunisie ; centre d'affaire ; création site  ;10/03/2014;09/09/2014; candidature spontané ; 95800 ; paris ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; conception et développement   ; création un site avec php, css, jquery, java script, aussi avec un framework symfony2, aussi gerer la base de donée ; 2013/2014 
 ORANGE DSI France ; Entreprise privée ;  67 Avenue Lénine ;  94112 ; ARCUEIL ; France ; ORANGE DSI France ;  Développement d’applications mobiles cross plateforme pour le 118712.fr ;17/03/2014;12/09/2014; réponse à une offre de stage ; 06000 ; Nice ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Concepteur Développeur en Technologie Web et mobile ; Le candidat devra pour cela réaliser une comparaison des principales solutions leaders du marché (Ex : PhoneGap, Titanium) et développer un prototype pour valider son choix. Le prototype a pour OS cibles : IOS, Android, Windows Phone. Il devra aussi donner la compatibilité théorique du support des autres OS Mobile (ex : Tizen). Le périmètre du prototype est l’application mobile 118712 déjà disponible dans les principaux stores.  ; 2013/2014 
 PubCar ; Entreprise privée ; 150 logts,HOUARI BOUMEDIENE N°12  ; 21000 ;  SKIKDA ; Algérie ; Informatique ; Offre de stage : Développeur web / e-commerce / Magento  ;15/04/2014;30/09/2014; candidature spontané ; 93310 ; le Pré St Gervais ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ;"     - la mise en place & la gestion d’une e-boutique         - Prendre en main la plateforme Magento	    - Installer la boutique en ligne à l'identique sur le serveur local    - Concevoir, développer et tester de nouveaux modules "; Pub Car recrute un stagiaire pour contribuer à la mise en place et l'exploitation de son site internet et boutique en ligne www.pubcar.dz  ; 2013/2014 
 SARL Webzine ; Entreprise privée ; 12, Rue Gal Fiorella ; 20000 ; Ajaccio ; France ; CampusPlex ; Refonte total du Système de Stats de GB en Python ;12/01/2015;12/06/2015;  ; 20090 ; Ajaccio ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Création d'API / interfacage avec le BO ; Devant la monté en puissance de la flotte GoodBarber, le système de statistiques doit être entièrement refondu.Nouveau schéma de base de données et création d'API pour s'interfacer avec le backoffice.Le stage portera sur l'intégralité de la refonte, conception de la base, création des API en python et intérogation de ces dernières dans les backoffices. ; 2014/2015 
 Air France ; Non connu ; 1 avenue du Maréchal Devaux ; 91551 ; Paray-VieillePoste Cedex ; FRANCE ; DI VE ME ; Redévelopper les tableaux de bord de Capacity Planning des échanges synchrones actuels en environnement java J2EEet créer des tableaux de bord similaire pour les échanges asynchrones. ;19/01/2015;26/06/2015; candidature spontané ; 20139 ; Lopigna ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Redévelopper les tableaux de bord de Capacity Planning des échanges synchrones actuels en environnement java J2EEet créer des tableaux de bord similaire pour les échanges asynchrones. ; Redévelopper les tableaux de bord de Capacity Planning des échanges synchrones actuels en environnement java J2EEet créer des tableaux de bord similaire pour les échanges asynchrones.Le choix des technologies ne fait pas partie de la mission, l’environnement J2EE ainsi que les mécanismes de production de rapport sont existants: J2EE, java-script, angularjs postgres pour ne citer que les principaux.Il est donc nécessaire d’être capable d'utiliser ces technologies pour la réussite de la mission. ; 2014/2015 
 Artéco Production ; Entreprise privée ;  ZI DU BOIS DE LEUZE Saint Martin de Crau ; 13310 ; Saint Martin de Crau ; France ; informatique  ; stage de fin d'étude Master 2 S2I 2014/2015 ;01/02/2015;31/07/2015; réponse à une offre de stage ; 20250 ; corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; -évolution des sites internet pour l'entreprise -charte graphique-Débuggage ; stage en informatique à partir de Février 2015 pour une durée de 6 mois mon travail c'est de refaire les trois sites internet pour l'entreprise avec les langages :- les langages de programmation : C++ /Java -Les langages du web Php/Javascript/Ajax/HTML  ; 2014/2015 
 Orange Application For Business ; Entreprise privée ; Centre d'affaires Aéronef ; 37100 ; Tours ; France ; Orange Application For Business ;  Le stage concerne l'étude, le développement et la mise en exploitation d'un module d'audit de cartes SIM. ;09/02/2015;07/08/2015; réponse à une offre de stage ; 20250 ; corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Rédaction des spécifications.- Réalisation des développements, avec le support et l'expertise de l'équipe.- Implémenter les tests unitaires et d'intégration des modules.- Participer aux rituels Agile de l'équipe de développement (Daily, Sprint, …).- Rédaction de la documentation  ;  - Développer un module d'audit d'une carte SIM permettant de rapatrier les informations concernant la place disponible,la hiérarchie des Security Domain ainsi que les applications installées. Ces informations seront obtenues par l'envoi de commandes OTA (Over The Air) sur une SIM.- Intégrer ce module sur une des plate-formes existantes.- Développer une interface web intégrée dans l'IHM de Customer Care existante permettantd'afficher graphiquement le contenu d'une carte SIM. ; 2014/2015 
 DIGNITE International ; Association ; 69 avenue Henri DUNANT ; 77100 ; Meaux ; France ; DIGNITE International ; L'informatique au service de l'action humanitaire ;01/02/2015;31/07/2015; réponse à une offre de stage ; 77100 ; Meaux ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Le développement du site internet et intranet de DIGNITE-International.- Application Mobile- développement base de donnée . ; Site internet : 3 objectifs. information et sensibilisation du grand public autourdes causes humanitaire, assurer le don en ligne etla gestion de la relation avec les donateurs (création et gestion de base de données , et news latter ).Développement d'une application mobile adapté IOS et Android.pour informer et collecter des dons. développer une base de donnée interne qui permet :  - l'enregistrement l’état civil des donateurs, leurs dons par date par    projet par campagne et par canal. - faire des analyses et des bilans marketing. - Créer des tableau de bord des suivis des donateurs  ; 2014/2015 
 Alveos ; Entreprise privée ; Alveos France, 2 Rue Troyon ; 92310 ; Puteaux ; France ; EasyCreaDoc ; Recherche & Développement ;09/02/2015;07/08/2015; réponse à une offre de stage ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Responsabilités principale des actions de recherche et Développement  sur une application SaaS.Intervention sur les modules Médiathèque et personnalisation Vidéo. ; Au sein d'une petite équipe de développeurs, et sous la direction du Directeur Technique, le stagiaire aura pour responsabilités principale des actions de recherche et Développement  sur une application SaaS d'automatisation de processus marketing. Le stagiaire interviendra notamment sur les modules Médiathèque et personnalisation Vidéo. ; 2014/2015 
 Université Pasquale Paoli UMS STELLA MARE  ; Non connu ; Plateforme STELLA MARE - UMS CNRS 3514  ; 20620 ; Biguglia ; France ; Laboratoire de l’UMS CNRS 3514 Stella Mare ; Recherche et développement en systèmes embarqués, IoT et services web associés. ;28/01/2015;30/06/2015; candidature spontané ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur Technicien ; But: Créer un système embarqué à partir d'un appareil type Arduino afin de tracer des espèces animales terrestres (harnais et collier de traçage GPS et de relevés biométriques) et marines (station autonome de suivi des espèces). ; 2014/2015 
 Orange ; Non connu ; 78 rue olivier de Serres  ; 75015 ; Paris ; France ; ORANGE SA / Orange Labs Produits et Services ; développement d’applications souches multi terminaux de l’API Survey ;23/02/2015;23/08/2015;  ; 31000 ; Oran ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ;  développer une panoplie de clients génériques (web, android, iOS) permettant d’illustrer les capacités de la plate-forme. Ces clients génériques auront pour vocation de servir de souches d’implémentation aux futurs développeurs qui souhaiteront utiliser le survey. ; développer une panoplie de clients génériques (web, android, iOS) permettant d’illustrer les capacités de la plate­forme. Ces clients génériques auront pour vocation de servir de Pour réaliser ces services avancés, une plate­forme générique (survey server) a été développée. Elle permet le développement de tout type de services à base de questionnaires : quiz, sondage, eLearning..Cette plate­forme est actuellement utilisée en production pour « la chaine du Quiz » sur le canal 191 de la TV d’Orange, l’application mobile « Game of Thrones » et prochainement le service Orange Football Club. ; 2014/2015 
 Orange ; Non connu ; 78 rue olivier de Serres  ; 75015 ; Paris ; France ; Orange DSI ; Stage développeur/concepteur Php/MySQL  ;02/03/2015;03/07/2015;  ; 31000 ; oran ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Participer à des activités de ‘concepteur développeur PHP/MySQL’ sur le site de Périgny (DSIF/DEVRAP)Analyse du cahier des charges.Construction avec les utilisateurs les spécifications d'un projet d'évolution du SI.Développement - MaintenanceRespect des engagements coûts, délais et qualité ; L’objet de la mission est d’assurer la conception et le développement d’un ou de plusieurs projets afin de garantir le suivi des évolutions demandées par les métiers dans le respect des engagements de coûts, de délais et de qualité ; 2014/2015 
 Smart Waves Japan, LLC ; Entreprise privée ; 2-1 Oji 2 Chome, Room 407 ; 114-0002 ; Kita-ku, Tokyo  ; Japon ; Division of Information Technology ; Développement d'un outil  pour la visualisation et l’analyse de l'état du réseaux et de l'actif informatiques sur la plate forme SAP HANA ;10/03/2015;31/07/2015; candidature spontané ; 72100 ; Le Mans ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Initiation au SAP HANA Initiation a la gestion de réseau et d’actifs informatiquesÉtude et conception de l’outil web. ; L’outil à réaliser fait partie d’un Projet qu’on développe pour la visualisation et l’analyse d’actifs informatiques. L’originalité est qu’il est développe sur la plate forme SAP HANA, plate forme récente permettant l’intégration illimité d'actifs ainsi que d’autre outils et de bases de données nécessaire pour un suivie et une analyse adéquate et a jours.L’outil fourni un tableau de bord indépendant du système d’exploitation et de matérielle physique   accessible sur internet qui fournit un accès illimité  a un coup très faible. ; 2014/2015 
 Restopolitan ; Entreprise privée ; 129 rue de l’université ; 75007  ; Paris ; France ; INFORMATIQUE ; Administration des systèmes et réseaux ;01/04/2015;30/09/2015; réponse à une offre de stage ; 94350 ; Villier sur Marne ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; -Administration d'un serveur de téléphonie sur IP.-Administration d'un serveur LDAP .-Administration d'un serveur de messagerie.-Virtualisation-Monitoring-Configuration des routeurs et Firewalls ; Installation et paramétrage des équipements et logiciels réseaux et télécomsSupervision et dépannage des systèmes et applications réseauxGestion des utilisateursDivers (Backup, scripts powershell, renouvellement de services...) ; 2014/2015 
 Skillendo ; Non connu ; 13 rue Trigance ; 13002 ; Marseille ; France ; Skillendo ; Contribuer au développement d'une application web en mode saas. ;20/01/2016;01/07/2016;  ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développer des fonctionnalités.Rédiger des documentations.Utiliser l'outil de gestion de tâches : Redmine.Utiliser l'outil de base de données : pgAdmin 3. ; Développement des nouvelles fonctionnalités d'une plateforme collaborative de création et de partage de formations en e-Learning:Développement avec le framework CakePHP.Utilisation des langages de programmation tels que: jQuery, JavaScript, PHP objet, bootstrap, CSS, HTML.Rédaction des documentations (fonctionnel et technique).Utilisation d'outil de base de données (pgAdmin 3).Utilisation d'outil de gestion de tâches (Redmine). ; 2015/2016 
 Orange Labs Products & Services ; Entreprise privée ; 2 avenue Pierre Marzin ; 22300 ; Lannion ; France ;  Home and Family Communication ; Stage développement Android pour piloter un robot dans une maison depuis une application familiale ;01/02/2016;15/07/2016;  ; 22660 ; Trévou-Tréguignec ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; En lien avec un développeur senior et un concepteur de services, vous contribuez à la réalisation d’une application android qui met en œuvre un réseau social de la famille en interaction avec des éléments extérieurs comme les Objets connectés, les robots communicants. ; - A partir des spécifications de haut niveau d’un service de communication novateur, vous élaborez, en concertation avec vos partenaires, un cahier des charges précis. - Vous collaborez au design détaillé du service. - Vous développez une application Android, à partir d’un existant que vous maîtrisez. ; 2015/2016 
 AROBASE ; Entreprise privée ; 1 Avenue de la République ; 20250 ; CORTE ; FRANCE ; AROBASE ; Développement d'app mobile et de site mobile ;11/01/2016;08/07/2016; réponse à une offre de stage ; 20090 ; Ajaccio ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur ; Plusieurs projets de développement d'app mobile et de site mobile ; 2015/2016 
 IMALOAD ; Entreprise privée ; 145 Avenue de Malakoff ; 75116 ; Paris ; France ; agence ; Travail dans l'agence digitale IMALOAD ;04/01/2016;31/05/2016;  ; 75016 ; paris ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur et intégrateur ; 1- Mise en place de nouvelles fonctionnalités sur nos applications de gestion de médias.2- Intégration de contenus sur des sites des clients de l'agence IMALOAD.3- Participation au développement de nouvelles applications. ; 2015/2016 
  DIGISOFT ; Entreprise privée ; Residence jnane ennahda , app 9 imm 26  ; 10 000 ; RABAT ; MAROC ; Informatique  ; étudier et élaborer une solution informatique pour réaliser une application d'automatisation de la gestion des réclamations ;15/02/2016;31/08/2016; réponse à une offre de stage ; 20250 ; corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ;  Gestion des réclamations et courriers : Permettre la prise en charge d’une réclamation dès sa naissance (arrivée d’une réclamation) jusqu'à sa mort (résolution ou transfert). Permettre de faire le suivi d’une réclamation et de savoir à n’importe quel moment l’état de cette réclamation  ; Assurer une fluidité des informations entre les différents intervenants.Capitaliser sur l’historique pour fournir des états de sortie et des tableaux de bords synthétiques.Dématérialisation, indexation et distribution sous forme image tout le courrier entrant dans l’entreprise, y compris documents non structurés et courriers manuscrits. ; 2015/2016 
 CNRS - Université de Corse Pasquale Paoli - UMR SPE 6134 ; Non connu ; Avenue Jean Nicoli BP 52 ; 20250 ; CORTE ; FRANCE ; Technologies de l'information et de la communicati ; Définition et implémentation d’une architecture client/serveur asynchrone pour l’application mobile hybride DEVSimPy-mob ;18/01/2016;08/07/2016; candidature spontané ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Etude de l'existant.Proposition et analyse de solutions possibles.Choix d'une solution, implémentation et validation. ; A l’heure actuelle, DEVSimPy-nogui est implémenté en langage python et ce serveur RESTful est proposé au travers du framework web Bottle qui permet de configurer les modèles et de les simuler. La communication entre l’application mobile DEVSimPy-mob et le serveur DEVSimPy-nogui est donc synchrone et il n’est pas possible de faire communiquer les modèles DEVSimPy avec DEVSimPy-mob durant la la simulation. DEVSimPy-mob est une solution muli-plateforme développée grâce à la technologie PhoneGap sur la base du trio HTML5/CSS/JS et de librairies AJAX telle que JQuery. L’objectif de ce stage est de proposer une nouvelle architecture de type asynchrone afin de permettre la communication (par notification par exemple) entre DEVSimPy-mob et les modèles DEVSimPy durant la simulation.  ; 2015/2016 
 AgenceNeuromediasoft ; Entreprise privée ; 4 rampe st­-croix ; 20250 ; CORTE ; France ; Neuromediasoft ; Développement orienté web ;01/02/2016;01/07/2016; réponse à une offre de stage ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développement web orienté fortement HTML5Principale fonctions : participation au développement back­end du plugin à développer.Modifications des API JS et PHP de Wordpress.Participation au moteur de templating interneCréations de Customs controls en JS/PHPIntégration CSS/JS des templates ; Neuromediasoft développe un outil destiné au CMS le plus populaire du web Wordpress, sur lequel repose près de 25% des sites web sur internet.Cet outil pour le moment en phase de recherche et développement pur n’est pas encore commercialisé. Son développement a débuté en Août 2015, et sa finalisation de la première version de production est prévue pour Juin 2016.Toute l’équipe est monopolisée sur le développement de cet outil. De nombreuses connaissances et compétences de haut niveau sont requises dans plusieurs technologies du web. ; 2015/2016 
 Maître Mamadou konaté ; Association ; 1 Bis Boulevard Jeanne d'Arc ; 95100 ; Argenteuil ; France ;  Maître Mamadou konaté ; Création Application Web pour gestion des urgences juridiques(urgence avocats) ;01/06/2016;30/09/2016;  ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Faire le cahier des charges,Conception et modélisation de la base de données,Spécifications techniques,Développement,referencement ; Le projet vise à faire une application web permettant aux personnes en urgence juridique de pouvoir s'adresser à des avocats intervenant dans tous les domaines 24 heures / 24 et 7 jours / 7.  ; 2015/2016 
 CAPGEMINI ; Non connu ; 7 Rue Claude Chappe, Rennes Atalante Champs Blancs, CS 67746, 35510 Cesson-Sévigné ; 35510 ; Rennes ; France ; Capgemini Technology Services ; Développement d’un Système d’Information de la Publicité pour un opérateur Média. ;06/02/2017;28/07/2017;  ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; La conception, la réalisation et l’intégration de développements de nouvelles fonctionnalités du système d’information (Catalogue des offres, Planification des spots, Administration des Ventes, Echanges de Données Informatisées, …). ; Le Système d’Information de gestion de la publicité est un élément clé dans le business des opérateurs Média (chaînes de télévision).Ce système doit permettre l’élaboration des Conditions Générales des Ventes, l’aide à la vente des espaces publicitaires, la création des contrats, la planification des écrans en fonction des audiences ainsi que la facturation des clients.Dans ce cadre, Capgemini a développé un système opérationnel pour un opérateur majeur dans la télévision. ; 2016/2017 
 Altran technologies ; Entreprise privée ; Boulevard Sébastien Brant ; 67400 ; ILLKIRCH ; France ; Altran Research ; Développement Plateforme Web de traitement d'images ;30/01/2017;30/06/2017; réponse à une offre de stage ; 67400 ; Illkirch-Graffenstaden ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Participer à la conception et l’architecture des plateformes webDévelopper et déployer les plateformesTester et valider les développementsCapitaliser le savoir-faire acquis et rédiger les documents techniques associés ; Coder le front et le back pour permettre la dépose et la mise en base des informations. Il s’agit donc là d’appliquer des connaissances en développement sur des technologies connus (Angular – Node - dockers) ; 2016/2017 
 ARS DATA SARL ; Entreprise privée ; Parc Technologique du canal - 20, rue Hermès ; 31520 ; Ramonville-Saint-Agne ; France ; Service Développement ; Refonte du système de reporting dans l’ERP DuoNet ;02/02/2017;30/06/2017; réseau de connaissance ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Analyse de l’existant- Conception et développement ; - DuoNet est un ERP pour les conservatoires et les écoles de musique et développé avec les technologies Microsoft. Loué à nos client en SAAS, la mission principale du stagiaire sera de refondre complètement le module de reporting qui utilise à ce jour deux technologies : Reporting Service et Aspose. Pour des raisons de simplification des maintenances correctives et évolutives, nous souhaitons uniformiser et ne conserver qu’une solution technique.- Dans le cadre de cette mission, notre stagiaire sera aussi amené à réaliser des actions de maintenance correctives et évolutives en fonction des anomalies déjà constatées dans l’application. ; 2016/2017 
 CAPA ; Administration territoriale ; 18 rue du comte de Marbeuf bât G et H site alban ; 20000  ; AJACCIO ; France ; Développement numérique ; RÃ©alisation d'un portail de Visualisation BIG DATADepuis le lancement du nouveau service CAPAMOVE (condition de circulation en temps rÃ©el), la CAPA recueille une multitude de donnÃ©es sur les conditions de circulation dans le pays Ajaccien. ;30/01/2017;30/07/2017; réseau de connaissance ; 20000 ; AJACCIO ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Actuellement plus de 8 millions de ces donnÃ©es sont stockÃ©es dans une base de donnÃ©e PostgreSQL qui sâ€™alimente automatiquement toutes les 2 minutes. ; Le service informatique souhaite se doter dâ€™un portail  de Â« DataViz Â» Ã  usage interne, qui permettra dâ€™afficher les temps de parcours et les vitesses moyennes en fonction dâ€™une plage horaire. Des statistiques devront pouvoir Ãªtre rÃ©alisÃ©es et notamment des comparaisons de trafic entre 2 dates / heures / minutes mais Ã©galement des comparaison de temps de parcours en fonction dâ€™itineraire.Les technologies demandÃ©es dans le cadre de ce projet sont, HTML, CSS, PHP5, JavaScript, Jquery.Le stagiaire sera en collaboration Ã©troite avec  le chargÃ© du dÃ©veloppement numÃ©rique et le responsable SIG de la CAPA qui lâ€™aideront et le guideront tout au long de son stage. ; 2016/2017 
 Centre INRA de Corse ; Administration publique d'état ; INRA – UE1103 Citrus  ; 20230 ; SAN GIULIANO ; France ; UE Citrus ; Optimisation d'un outil de gestion informatique appliqué au CRB Agrumes ;20/02/2017;20/07/2017;  ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développement du module diffusion du matériel végétal ; Pour améliorer le dispositif de diffusion de matériel végétal, le projet consistera à intégrer un module « diffusion » dans l’application web.Ce module, de type « e-commerce », devra faciliter les commandes de graines, greffons, et tout autre matériel végétal par les clients du  CRB Citrus. Il comprendra les fonctionnalités suivantes:Sélection de variétés  à partir d’un catalogue,Création dynamique d’une précommande (demande de devis),envoi de la précommande via l’interface web au CRB ,création du module de gestion des stocks de matériel,Module d'arbitrage (acceptation, acceptation partielle ou refus des précommandes, type des utilisateurs (particulier, professionnels…), quantité disponible, état sanitaire du matériel végétal etc. ; 2016/2017 
 Qwant Music ; Entreprise privée ; ZA Port Charles Ornano ; 20090 ; Ajaccio ; France ; Informatique ; Réalisation  de 'product concept' ;22/01/2018;20/07/2018; réseau de connaissance ; 20172 ; Vero ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Préparer l'avenir de l'entreprise en modifiant l'existant avec un nouveau langage adapté (React).Concevoir des applications web (front/back-end).Développeur full-stackDéveloppement de microservices ; Qwant cherche à ajouter des fonctionnalités afin de proposer des nouveautés aux clients.Amélioration des servicesRecherche et développement (IRCAM)Développement des 'IRCAM class' (recherche inversée sur les paroles, type de musique, tempo, etc...) ; 2017/2018 
 Neomind Services ; Entreprise privée ; 4 rue Ferrère 33000 Bordeaux ; 33000 ; Bordeaux ; France ; développement ; Refonte d'une application de gestion (ERP) pour des grossistes en fruits et légume aujourd'hui sur Odoo. ;01/02/2018;31/07/2018; réponse à une offre de stage ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; chargé de rédaction du cahier des chargesparticipes au développement du projet en mode collaboratif et agile ; Refonte d'un logiciel de gestion dédié aux grossistes en fruits et légumes. Aujourd'hui développé sur une solution ERP open source nommé ODOO V.8, la société neomind souhaite refondre l'application sur une autre technologie (framework php) afin de faire face aux nombreuses demandes d'évolutions fonctionnelles. ; 2017/2018 
 equens Worldline ; Entreprise privée ; ZIA rue de la pointe 59113  ; 59113 ; nord pas de calais ; France ;  ; conception et réalisation d'une application de gestion capacités charges projets ;15/02/2018;10/08/2018; réponse à une offre de stage ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Adaptation a un outil Capacity Tool Migration des données existantes dans l'outil actueldéveloppement des interfaces nécessaires aux attenduestraitement batch et éditions des rapports ; Adaptation d'un outil projects Tool et faire un outil avec une interface web + base de données MySQL.  ; 2017/2018 
 EDF SEI CORSE ; Entreprise privée ; 2 AVENUE IMPERATRICE EUGENIE ; 20174 ; AJACCIO ; FRANCE ;" 	 Service de Gestion du Système Electrique "; Création d'un outil d'optimisation pour l'entreprise. ;05/02/2018;03/08/2018; réponse à une offre de stage ; 20167 ; Appietto ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Concevoir et développer un outil d'optimisation des indisponibilités du réseau de transport et des groupes de production. ; Différents critères d'optimisation à prendre en compte :-le volume de déversement,-l' intégration des contraintes producteurs décentralisés (ENR),-le respect des règles systèmes électriques,-le coût des maintenances,-le niveau de risque ; 2017/2018 
