Siret;Raison_sociale;Enseigne;Dirigeant_principal;Forme_juridique;Libelle_inscription;Code_APE;Libelle_code_APE;Libelle_categorie;Effectif_etablissement;Voie;Code_postal;Libelle_commune;Libelle_departement;Libelle_zone_appartenance_commune;Telephone;Email;Nombre_etablissements
841.962.681.00018;TEOS;;Mr Jean OLIVA;5720;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;PLACE DE LA TOZZA;20227;GHISONI;HAUTE CORSE;CC - FIUMORBU CASTELLU;;;1
525.398.020.00020;SOCIETE BALANINE DE TRAVAUX;ISULA INFORMATIQUE;Mr Jean Baptiste FLORI;5499;RCS/RM;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;2;AVENUE PAUL DOUMER - GALERIE MARCHANDE;20220;L'ILE ROUSSE;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;04 95 31 50 36;contact@isula-informatique.com;1
980.388.250.00014;MR BRISTEN NICOLAS;;Mr Nicolas BRISTEN;1299;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;ROUTE DE CALVI;20220;L'ILE ROUSSE;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;;;1
824.510.341.00020;ISULA INFORMATIQUE;04 95 31 50 36;Mr Jean Baptiste FLORI;5498;RCS;6202B;TIERCE MAINTENANCE DE SYSTÈMES ET D'APPLICATIONS INFORMATIQUES;SERVICE;0;3 AVENUE PAUL DOUMER;20220;L'ILE ROUSSE;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;04 95 31 50 36;contact@isula-informatique.com;1
822.756.508.00047;SAS KALLISTE;;Mr Regis PIETRI;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;129 LOTISSEMENT DE LA MARANA;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;;;1
905.205.951.00015;MR JOUBERT THIERRY;;Mr Thierry JOUBERT;1000;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;170 LOTISSEMENT LA MARANINCA;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;07 67 70 54 99;epsilon1913@yahoo.fr;1
392.568.424.00023;MR CARRARA ERIC;;Mr Eric CARRARA;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;;LOT LA MARANA;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;;;1
429.712.839.00043;MME MORACCHINI MARYLINE;;Mme Maryline MORACCHINI;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;;4 RESIDENCE U GOLU 2;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;;;1
990.234.759.00019;APPSWAP;;Mr Fouad OUALGHAZI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;ROUTE DE L'AEROPORT;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;;;1
512.442.583.00013;MR QUINTANILHA FREDERIC;;Mr Frederic QUINTANILHA;1000;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;LOTISSEMENT LA MARANINCA;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;04 95 33 03 07;;1
538.349.614.00015;SOL.TEC;;Mr Arnaud ASTEGIANI;5499;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;BAGNOLI;20290;LUCCIANA;HAUTE CORSE;CC - MARANA GOLO;04 95 54 10 78;;1
830.029.930.00021;SEVBCF;;Mme Severine GIAIMO;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;PIAZZA;20228;LURI;HAUTE CORSE;CC - CAP CORSE;06 50 86 74 44;severinedehm@hotmail.com;1
933.113.342.00010;BIENDISCRET;;Mr Kevin PRIORESCHI;5720;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;9 CORSU DI A REPUBLICA;20228;LURI;HAUTE CORSE;CC - CAP CORSE;;;1
898.291.711.00023;CONTINUITIS;;Mr Morgan CONTI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;AUSTINCA;20287;MERIA;HAUTE CORSE;CC - CAP CORSE;;CREACONTINUITIS@MAHESTIA.COM;1
399.874.239.00052;SCLX;;Mme Alexandra WEISZ;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;1;60 MONTE VILLAGE;20290;MONTE;HAUTE CORSE;CC - MARANA GOLO;;a.weisz@gwam-conseil.com;1
450.056.833.00012;SARL MEDIA & DISTRIBUTION;;Mme Claire DAVY;5498;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;CASSANO-CASALTA;20214;MONTEGROSSO;HAUTE CORSE;CC - CALVI BALAGNE;04 95 31 44 09;contact@jadeshopping.com;1
820.675.585.00021;MR GROS YANNICK;;Mr Yannick GROS;1000;RCS/RM;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;14 ROUTE DE MONTICELLO;20220;MONTICELLO;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;;;1
911.748.986.00013;MME SACCO ANDREA;;Mme Andrea SACCO;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;2 LIEU DIT JUMENTALA;20220;MONTICELLO;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;06 76 36 40 80;saccoandrea.contact@gmail.com;1
991.698.895.00018;CULTURE HUB;;Mme Valerie SERVANT TOCQUE;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;360 STRADA DI A PIATTATELLA;20220;MONTICELLO;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;;;1
892.271.875.00015;MR TOUACHE AXEL;;Mr Axel TOUACHE;1000;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;24 LOTISSEMENT LA BOLACCIA;20220;MONTICELLO;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;06 47 12 31 84;CELUU2B@GMAIL.COM;1
508.727.138.00010;MR TONAL HUGUES;;Mr Hugues TONAL;1000;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;0;;20225;NESSA;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;06 21 52 31 87;hugues@tonal.fr;1
927.624.486.00019;ACQUA IN BOCCA;;Mme Caroline CHAUBON;5710;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;CANE MORTO;20217;NONZA;HAUTE CORSE;CC - CAP CORSE;;;1
841.594.450.00014;MDUX;;Mr Cedric MANCA;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;4;PLACE DE L'EGLISE;20226;NOVELLA;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;06 29 49 29 05;contact@mdux.corsica;1
497.638.429.00025;MR DEGIOANNI FLORENT;;Mr Florent DEGIOANNI;1000;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;ROUTE DU REGINO;20226;OCCHIATANA;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;06 72 61 15 91;;1
931.512.602.00018;MR DI BARTOLOMEO DORIAN;;Mr Dorian DI BARTOLOMEO;1199;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;NUNZIATA;20232;OLETTA;HAUTE CORSE;CC - NEBBIU CONCA D'ORU;;;1
411.326.630.00026;SCAN SYSTEM;;Mr Henri NOAT;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;9;SAINTE CROIX;20236;OMESSA;HAUTE CORSE;CC - PASQUALE PAOLI;04 95 30 96 30;scansys@sesinsud.com;1
804.085.389.00059;MR BENARD JEROME;JB INVEST;Mr Jerome BENARD;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;RN 193 KM 102;20236;OMESSA;HAUTE CORSE;CC - PASQUALE PAOLI;06 14 64 13 29;jerome.benard@outlook.com;1
904.560.034.00012;GLCE INFORMATIQUE;GLCE INFORMATIQUE;Mr Gael LE CORRE -GIUDICELLI;5720;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;34 ALTU DI CHIAPATELLA;20213;PENTA DI CASINCA;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;06 09 42 32 05;contact@glce-informatique.fr;1
904.560.034.00020;GLCE INFORMATIQUE;GLCE INFORMATIQUE;Mr Gael LE CORRE -GIUDICELLI;5720;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;35 RUE DE LA POSTE;20213;PENTA DI CASINCA;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;06 09 42 32 05;contact@glce-informatique.fr;1
940.028.509.00013;ITN CONSULT;;Mr Jerome GUILLIER;5720;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;1  U PULINETTU;20230;PIETRA DI VERDE;HAUTE CORSE;CC - L'ORIENTE;;;1
921.926.846.00012;INFRASTEER;;Mr Christophe FRENAIS;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;0;0 CASAMOZZA;20230;POGGIO MEZZANA;HAUTE CORSE;CC - COSTA VERDE;;;1
482.993.391.00028;ICAN;;Mr Patrick DURIEUX;5498;RCS/RM;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;1;U MUCHIELLO;20240;PRUNELLI DI FIUMORBO;HAUTE CORSE;CC - FIUMORBU CASTELLU;06 22 24 60 68;;1
842.432.460.00017;INSTITUT ESTHETIQUE MEDICAL ET MICRO;;Mme Anne-Marie CALENDINI;5720;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;MIGLIACCIARO;20243;PRUNELLI DI FIUMORBO;HAUTE CORSE;CC - FIUMORBU CASTELLU;07 24 55 66 14;;1
477.582.449.00013;WEB IN FRANCE;;Mr Jean-Claude FERRANDINI;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;ABBAZIA;20243;PRUNELLI DI FIUMORBO;HAUTE CORSE;CC - FIUMORBU CASTELLU;04 95 56 12 15;;1
878.511.799.00016;MME SIMON MATHILDE;;Mme Mathilde SIMON;1299;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;MORTA;20243;PRUNELLI DI FIUMORBO;HAUTE CORSE;CC - FIUMORBU CASTELLU;06 86 85 59 31;MATHILDE.SIMON13@GMAIL.COM;1
323.528.901.00024;EUREX-FIFM TDI;;Mme Elisa TOMASINI BARTOLI;5499;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;7;ZI DE MIGLIACCIARO CROCIVI;20243;PRUNELLI DI FIUMORBO;HAUTE CORSE;CC - FIUMORBU CASTELLU;;;1
824.509.418.00011;COVILO;;Mr Norbert VINCENSINI;5710;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;1;RUSIO;20244;RUSIO;HAUTE CORSE;CC - PASQUALE PAOLI;;;1
911.324.226.00016;MR BILLARDELLO FLORENT;;Mr Florent BILLARDELLO;1000;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;CASANOVA;20213;SAN GAVINO D'AMPUGNANI;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;07 60 88 69 49;flo.billardello@gmail.com;1
940.867.443.00019;VELVETO;;Mr Pascal RONGICONI;5710;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;70 ROUTE DU CAP;20200;SAN MARTINO DI LOTA;HAUTE CORSE;CA - CAB;;;1
949.356.372.00019;MR AUBIN RUDY;;Mr Rudy AUBIN;1299;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;9 CHEM U FIUMICELLU;20200;SAN MARTINO DI LOTA;HAUTE CORSE;CA - CAB;;;1
751.281.775.00047;MR RICCINI OLIVIER;;Mr Olivier RICCINI;1200;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;67 ROUTE DU CAP;20200;SAN MARTINO DI LOTA;HAUTE CORSE;CA - CAB;;;1
841.128.051.00015;CLAN LATRIA;;Mr Fabien MORACCHINI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;9 CHEMIN DU MASSONE;20200;SAN MARTINO DI LOTA;HAUTE CORSE;CA - CAB;;;1
898.493.846.00015;CARE CONNECT;CARE CONNECT;Mr Florian TORRACCHI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;12 ROUTE DU CAP;20200;SAN MARTINO DI LOTA;HAUTE CORSE;CA - CAB;06 77 31 00 99;f.torracchi@gmail.com;1
523.423.929.00034;MR ORENGA VINCENT;;Mr Vincent ORENGA;1100;RCS/RM;6209Z;AUTRES ACTIVITÉS INFORMATIQUES;SERVICE;0;RESIDENCE CASTEL VERDE;20230;SAN NICOLAO;HAUTE CORSE;CC - COSTA VERDE;04 95 48 63 19;VINCENT.ORENGA@GMAIL.COM;1
894.912.013.00014;CORSE CONCEPT INFORMATIQUE;;Mr Vincent ORENGA;5710;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;1;MORIANI PLAGE;20230;SAN NICOLAO;HAUTE CORSE;CC - COSTA VERDE;06 78 81 35 58;CONTACT@CCI-HOME.COM;1
849.848.155.00016;MR DUPONT CHRISTOPHE;CD WEB & MULTIMEDIA;Mr Christophe DUPONT;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;IMPASSE PETRIGNANI;20230;SANTA LUCIA DI MORIANI;HAUTE CORSE;CC - COSTA VERDE;;;1
482.157.583.00048;MME RODRIGUE LAETITIA;;Mme Laetitia RODRIGUE;1000;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;;97 ROUTE DE LA CORNICHE;20200;SANTA MARIA DI LOTA;HAUTE CORSE;CA - CAB;;;1
980.678.569.00016;POPI;;Mr Saveriu CIANELLI;5710;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;1202 ROUTE DE FIGARELLA;20200;SANTA MARIA DI LOTA;HAUTE CORSE;CA - CAB;;;1
884.643.552.00018;TRAVEL AND COMPANY;;Mme Fatima PATACCHINI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;2;77 ROUTE DU BORD DE MER;20200;SANTA MARIA DI LOTA;HAUTE CORSE;CA - CAB;06 22 18 60 79;;1
937.524.981.00019;CG INFORMATIQUE;;Mr Jean Baptiste CAPOCCHI;5710;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;2;TAVERNA;20221;SANTA MARIA POGGIO;HAUTE CORSE;CC - COSTA VERDE;;;1
909.163.073.00010;CG SERVICES;;Mr Jean Baptiste CAPOCCHI;5499;RCS;6209Z;AUTRES ACTIVITÉS INFORMATIQUES;SERVICE;1;HAMEAU DE COTONE;20221;SANT'ANDREA DI COTONE;HAUTE CORSE;CC - COSTA VERDE;04 20 04 37 96;contact@cgservices-corse.fr;1
940.515.232.00012;MR RISTICONI PIERRE;;Mr Pierre RISTICONI;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;DOMAINE VICTORIA;20220;SANT'ANTONINO;HAUTE CORSE;CC - CALVI BALAGNE;;;1
820.978.674.00019;MME GUYON LAURENCE;;Mme Laurence GUYON;1000;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;LIEU DIT SERMANO;20212;SERMANO;HAUTE CORSE;CC - PASQUALE PAOLI;06 84 69 50 20;lau_guyon@orange.fr;1
911.603.009.00018;LA8;;Mr Lisandru ALBERTINI;5710;RCS;6202B;TIERCE MAINTENANCE DE SYSTÈMES ET D'APPLICATIONS INFORMATIQUES;SERVICE;1;CROSCIANO;20233;SISCO;HAUTE CORSE;CC - CAP CORSE;;;1
403.468.267.00030;MME OTTOMANI LAURENCE;CORSICACASA;Mme Laurence OTTOMANI;1000;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;3 LOTISSEMENT CHIARELLI;20240;SOLARO;HAUTE CORSE;CC - FIUMORBU CASTELLU;06 03 09 06 95;CORSICACASA.TRAVEL@GMAIL.COM;1
537.610.107.00048;MR CERANI DAVID;;Mr David CERANI;1000;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;9  MAISON ANTONETTI;20213;SORBO OCAGNANO;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;;;1
821.524.469.00011;PNY CONSULTING;;Mr Aymen JAFFRY;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;1;LOTISSEMENT TETTOLA;20217;ST FLORENT;HAUTE CORSE;CC - NEBBIU CONCA D'ORU;06 59 73 49 64;aymen.jaffry@gmail.com;1
843.576.059.00011;MFB INFORMATION TECHNOLOGY CONSULTING;;Mme Marie-France BARAS-VINCIGUERRA;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;2;LIEU DIT CROCE;20217;ST FLORENT;HAUTE CORSE;CC - NEBBIU CONCA D'ORU;06 84 28 57 73;mfbaras@mfb-itc.com;1
914.455.753.00014;CIGNALETECNULUGIA;;Mr Lucas GIRARD;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;ROUTE DE TREPERI;20217;ST FLORENT;HAUTE CORSE;CC - NEBBIU CONCA D'ORU;06 71 42 71 88;;1
533.307.047.00019;ADDICTE;;Mr Johan PINNA;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;10;SAN PIOVANACCIO;20230;TAGLIO ISOLACCIO;HAUTE CORSE;CC - COSTA VERDE;07 78 63 77 28;info@addicte.com;1
991.245.101.00019;DI FIGOLA;;Mr Gregory PEYRANNE DI FIGOLA;5498;RCS;6312Z;PORTAILS INTERNET;SERVICE;0;STRADA DI FIUME D'OLMU;20230;TALASANI;HAUTE CORSE;CC - COSTA VERDE;;;1
977.452.978.00017;MR DAVID STEVEN;;M X LE DIRECTEUR;1000;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;;VALLECALLE;20232;VALLECALLE;HAUTE CORSE;CC - NEBBIU CONCA D'ORU;;;1
848.941.506.00034;AGIRTECH;;Mme Piera CLEMENT;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;1;4 STRETTA ANGHJULINACCIA;20231;VENACO;HAUTE CORSE;CC - CENTRE CORSE;06 78 99 17 14;piera.clement@agir-tech.fr;1
884.610.395.00029;MAXR INGENIERIE;;Mr Maxime RESCOURIO;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;2;ROUTE DE CAVONE;20240;VENTISERI;HAUTE CORSE;CC - FIUMORBU CASTELLU;;;1
799.549.621.00016;TIBERI INFORMATIQUE;;Mr Florent TIBERI;5720;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;TRAVO;20240;VENTISERI;HAUTE CORSE;CC - FIUMORBU CASTELLU;04 95 57 10 10;;1
907.844.658.00019;COCOOK SOCIETY;COCOOK SOCIETY;Mr Joseph CRISTINI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;9 PLACE ANNONCIADE;20215;VENZOLASCA;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;;;1
889.924.049.00014;DLC PROD;;Mme Delphine LEFETZ;5710;RCS;6202B;TIERCE MAINTENANCE DE SYSTÈMES ET D'APPLICATIONS INFORMATIQUES;SERVICE;2;HAMEAU DE QUERCIOLO;20215;VENZOLASCA;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;06 47 86 81 88;lefetzdelphine@gmail.com;1
809.616.220.00020;GEMINI-IT;;Mr Cedric SAVIGNONI;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;1;17 LOTISSEMENT A TORRA;20215;VESCOVATO;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;;ajay@geminiitlabs.com;1
493.897.045.00024;IRIS MEDIA;;Mr Laurent BRAISE;5499;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;LIEU DIT SAN GIUSTU;20215;VESCOVATO;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;;fabien@webcorse.com;1
890.307.242.00010;CORSICAN PROJECTS;;Mr Jean Michel ANTONI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;58 LOTISSEMENT LES HESPERIDES;20215;VESCOVATO;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;06 17 25 27 92;contact@brindecorse.fr;1
982.996.951.00017;A.S. HARDWARE;;Mr Sebastien MASCLEF;5720;RCS/RM;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;0;PETRAOLO;20215;VESCOVATO;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;;contact@ashardware@gmail.com;1
805.359.544.00022;MR THOMAS YOANN;;Mr Yoann THOMAS;1000;RCS;6311Z;TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES;SERVICE;0;LIEU DIT TRAVONI;20215;VESCOVATO;HAUTE CORSE;CC - CASTAGNICCIA CASINCA;06 15 77 85 27;yoann.thomas.src@gmail.com;1
442.292.967.00050;1FORMATIC'SERVICES;;Mr Cedric VIVIEN;5710;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;2;VILLE-DI-PARASO;20279;VILLE DI PARASO;HAUTE CORSE;CC - L'ILE ROUSSE BALAGNE;;;1
502.208.515.00028;XBI CONSULTING;;Mr Xavier BATTAGLINI;5499;RCS;6202A;CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES;SERVICE;2;LIEU DIT MULINU VECCHIU;20200;VILLE DI PIETRABUGNO;HAUTE CORSE;CA - CAB;04 95 34 05 99;;1
813.326.337.00017;MYEVENT;;Mr Cyril COSTANTINI;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;RESIDENCE LE PLEIN CIEL;20200;VILLE DI PIETRABUGNO;HAUTE CORSE;CA - CAB;;;1
979.191.202.00014;SAFE DIGITAL CONSULTING;;Mr Jean François GAMBOTTI;5498;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;TERRASSES DE FUNTANONE;20200;VILLE DI PIETRABUGNO;HAUTE CORSE;CA - CAB;;;1
990.559.254.00018;ASTRALGTO;;Mr Nicolas PIERREDON;5710;RCS;6201Z;PROGRAMMATION INFORMATIQUE;SERVICE;0;920 CHEM DE MUCCHITANA;20200;VILLE DI PIETRABUGNO;HAUTE CORSE;CA - CAB;;;1
389.777.392.00090;MR FERRARINI ALAIN;;Mr Alain FERRARINI;1000;RCS;9511Z;RÉPARATION D'ORDINATEURS ET D'ÉQUIPEMENTS PÉRIPHÉRIQUES;SERVICE;;RESIDENCE LES AMARYLLIS;20200;VILLE DI PIETRABUGNO;HAUTE CORSE;CA - CAB;;;1
;;;;;;;;;;;;;;;;Somme :;540
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
